Mass, Volume
1982.16,293.1482936917708
2378.59,236.21870781790673
1.0,0.0010000000000000002
100.0,1.0
2350.0,570.648863369327
2.0,0.0020000000000000005
2350.0,236.21870781790673
1427.16,43.09636802194478
5.0,0.003
328.0,4.1547562843725006
4300.0,2941.7397476286224
328.0,4.1547562843725006
39.64,0.26808257310632905
1.0,0.0010000000000000002
1387.51,15.458992050151979
1727.0,94.223468053652
20.0,0.025
640.0,6.336
3500.0,215.68997062302424
891.97,28.22485379801409
792.86,50.26548245743669
4.0,0.003
4300.0,2941.7397476286224
100.0,269.3915700453247
900.0,28.22485379801409
2378.59,236.21870781790673
39.64,0.26808257310632905
0.38,0.00012500000000000003
4300.0,2941.7397476286224
3500.0,215.68997062302424
55.5,1.045364955482004
110.0,1.045364955482004
1720.0,15.458992050151979
1387.51,15.458992050151979
39.64,0.26808257310632905
3221.01,570.648863369327
2378.59,236.21870781790673
817.64,98.17477042468104
5.0,0.004188790204786391
47.0,2.650718801466388
2378.59,236.21870781790673
4300.0,2941.7397476286224
329.0,4.417864669110647
3500.0,215.68997062302424
1.0,0.00078125
6000.0,1194.4924317570942
80.81,6.283185307179586
222.99,3.216990877275949
132.0,0.5701990666265475
1434.0,58.18857912979015
3221.01,570.648863369327
1434.0,58.18857912979015
9000.0,883.4661196719073
3500.0,215.68997062302424
0.005,1.1560000000000002e-06
4300.0,2941.7397476286224
1764.12,1056.810456103044
