satellite_name,norad_id,C_pR_pR,C_pI_pI,C_pC_pC,radial_outlier,in-track_outlier,cross-track_outlier
STARLINK-2505,21038BL,0.025961570421176,1.0483479689802424,0.0003419892955121,0,0,0
STARLINK-2581,21038BM,0.0126442694631045,3.11928869902314,0.0501821776986566,0,0,0
STARLINK-2635,21038C,0.0009175139791793,30.639254051498696,0.0431076493819561,0,0,0
STARLINK-2637,21038D,0.001936027139888,53.5533063582042,0.0113540852506471,0,0,0
STARLINK-2636,21038E,0.00521938198952,3.4827168980045142,0.0302508812873066,0,0,0
STARLINK-2624,21038F,0.007109796404078,44.58069382478031,0.0276308186917463,0,0,0
STARLINK-2628,21038G,0.0026472277253999,8.282666789722004,0.0033110073093463,0,0,0
STARLINK-2622,21038H,0.00570322686118,0.0203368952393021,0.0231009847713882,0,0,0
STARLINK-2591,21038J,0.0054740645234428,25.51350909356357,0.0153218282809093,0,1,0
STARLINK-2578,21038K,0.0012490344264231,15.326473841166766,0.0639759848984083,0,0,0
STARLINK-2611,21038M,0.0006670869760524,53.60683892534128,0.0244271984156546,0,0,0
STARLINK-2608,21038N,0.012219479341433751,7.660215694449282,0.01901756128441395,1,0,1
STARLINK-2643,21038Q,0.0010828113228152,11.344423983369582,0.012579805861866,0,0,0
STARLINK-2623,21038R,0.0074062923986616,25.51350909356357,0.0205758636727622,0,1,0
STARLINK-2621,21038T,0.0206601732894132,7.9409034657185344,0.020827319948087,0,0,0
STARLINK-2589,21038U,0.0121591805566813,38.249046602218286,0.0206848877268971,0,0,0
STARLINK-2609,21038W,0.0087497862835805,12.810665396492723,0.0085280358370538,0,0,0
STARLINK-2604,21038X,0.005550931496913,19.986525253865203,0.0673361129688698,0,0,0
STARLINK-2603,21038Y,0.012219479341433751,0.340849714830048,0.0012592082096841,1,0,0
STARLINK-2610,21038Z,0.0089579688749157,12.111198203465715,0.0109642348218447,0,0,0
YAOGAN-30 09A,21039A,0.0085682827190828,0.1480228851929935,0.0001963015052776,0,0,0
YAOGAN-30 09B,21039B,0.0120075015152885,0.3160087043957473,2.23599356930683e-05,0,0,0
YAOGAN-30 09C,21039C,0.0075074176688036,0.2917584299754736,0.0002389305738173,0,0,0
TIANQI-12,21039D,0.0063568187662434,0.8144392923324031,0.000751695882048,0,0,0
STARLINK-2461,21040A,0.0152319271826921,15.443591812513215,0.0188990525734997,0,0,0
STARLINK-2703,21040AA,0.0017283160973088,4.115739371322526,0.0322641371208434,0,0,0
STARLINK-2620,21040AB,0.0036679068204025,13.172100381260906,0.0215624966168414,0,0,0
STARLINK-2654,21040AC,0.0001841701988421,1.3882633824723487,0.0275544033384559,0,0,0
STARLINK-2497,21040AD,0.0058489853682335,53.5734223129887,0.0159387554940627,0,0,0
STARLINK-2698,21040AG,0.0304885333809853,21.55473727403792,0.035772681818231,0,0,0
STARLINK-2579,21040AH,0.0016966882592238,19.633001752735915,0.0087851059150752,0,0,0
STARLINK-2582,21040AJ,0.012219479341433751,25.51350909356357,0.0285562258716223,1,1,0
STARLINK-2683,21040AL,0.0123244502570601,25.51350909356357,0.0017084232029881,0,1,0
STARLINK-2686,21040AN,0.012219479341433751,25.51350909356357,0.0139617523731694,1,1,0
STARLINK-2681,21040AP,0.0028613249982156,29.599321781328385,0.0158181846170148,0,0,0
STARLINK-2687,21040AQ,0.005179058866791,60.665881715930176,0.0412692341087792,0,0,0
STARLINK-2659,21040AR,0.0078209019514275,11.925185427979962,0.0631725617272868,0,0,0
STARLINK-2685,21040AS,0.0008998795199706,55.62940543241283,0.0760263521384357,0,0,0
STARLINK-2661,21040AT,0.0078825168404047,12.296785086201416,0.0051790706208964,0,0,0
STARLINK-2675,21040AU,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
STARLINK-2684,21040AV,0.0097398094952978,25.51350909356357,0.0282807442052155,0,1,0
STARLINK-2722,21040AW,0.000230465934684,29.615753350816384,0.0349270079688048,0,0,0
STARLINK-2658,21040AX,0.0094834432704747,15.335850943778478,0.0133158796790038,0,0,0
STARLINK-2697,21040AY,0.0206116238248311,3.3870727934077416,0.0083647636071563,0,0,0
STARLINK-2728,21040BC,0.0296853513782009,3.2522310225930817,0.0060133203634906,0,0,0
STARLINK-2755,21040BD,0.0026844777615747,25.51350909356357,0.0289305947343253,0,1,0
STARLINK-2706,21040BF,0.0355172797250847,12.664027121031804,0.0408182506502725,0,0,0
STARLINK-2525,21040BG,0.0219465748325667,0.805420396573012,0.0160106161187164,0,0,0
STARLINK-2531,21040BH,0.0010373579006242,10.96674813775038,0.0342651867472895,0,0,0
STARLINK-2500,21040BK,0.011373656653048,3.952731137192401,0.0510170369139922,0,0,0
STARLINK-2494,21040BM,0.0016592691751491,19.63285782467571,0.0246461168224445,0,0,0
STARLINK-2700,21040D,0.0032005058872555,4.771732973214262,0.0082761905438205,0,0,0
STARLINK-2680,21040E,0.012219479341433751,25.51350909356357,0.0139315814701678,1,1,0
STARLINK-2699,21040F,0.012219479341433751,25.51350909356357,0.0267619739005094,1,1,0
STARLINK-2692,21040G,0.0167016975486073,30.19547211463105,0.0132480548828281,0,0,0
STARLINK-2633,21040H,0.0335035676721785,35.37668761097531,0.0299643462575968,0,0,0
STARLINK-2639,21040J,0.0026206281665894,26.520752355179184,0.0768697720501654,0,0,0
STARLINK-2642,21040K,0.0113876522936295,10.904591182952878,0.0373881613416482,0,0,0
STARLINK-2640,21040L,0.012219479341433751,25.51350909356357,0.0613542774650369,1,1,0
STARLINK-2583,21040M,0.0018351572186417,8.210472817586375,0.000785150364822,0,0,0
STARLINK-2682,21040N,0.002219977981006,32.34913998901544,0.0083102155262871,0,0,0
STARLINK-2702,21040P,0.0215544697573404,1.8039320543056827,0.0067900480222194,0,0,0
STARLINK-2644,21040Q,0.0510733947142378,51.9115829688008,0.007857024495419,0,0,0
STARLINK-2663,21040R,0.0040220891752072,14.007291608360587,0.033029153517533,0,0,0
STARLINK-2645,21040S,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
STARLINK-2634,21040T,0.0094937982319465,6.897136559828614,0.0043584774450487,0,0,0
STARLINK-2655,21040X,0.0084837930496099,40.50783163370821,0.0305574028247271,0,0,0
STARLINK-2063,21041A,0.000211552065982,21.2797589872854,0.0372323547353362,0,0,0
STARLINK-2231,21041AA,0.012219479341433751,25.51350909356357,0.0572343047443465,1,1,0
STARLINK-2232,21041AB,0.0055400305767564,25.51350909356357,0.0243774754335924,0,1,0
STARLINK-2234,21041AD,0.0002748450156516,16.53084888925624,0.01901756128441395,0,0,1
STARLINK-2235,21041AE,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
STARLINK-2236,21041AF,0.012219479341433751,25.51350909356357,0.0037993903375067,1,1,0
STARLINK-2237,21041AG,0.012219479341433751,25.51350909356357,0.0355467455765063,1,1,0
STARLINK-2238,21041AH,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
STARLINK-2241,21041AK,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
STARLINK-2245,21041AN,0.0030591322103203,57.614390889407616,0.0274803017785373,0,0,0
STARLINK-2249,21041AR,0.012219479341433751,25.51350909356357,1.892367128437824e-05,1,1,0
STARLINK-2250,21041AS,0.0124813239653677,1.4468184416322796,0.0301892268159974,0,0,0
STARLINK-2251,21041AT,0.0114590028940451,25.51350909356357,0.0173206443425245,0,1,0
STARLINK-2252,21041AU,0.012219479341433751,25.51350909356357,0.0967314013932255,1,1,0
STARLINK-2253,21041AV,0.0004434364161238,103.19111183098649,0.0158374837757334,0,0,0
STARLINK-2255,21041AW,0.0029366430174114,27.50469370828042,0.0253281760986964,0,0,0
STARLINK-2139,21041B,0.0144388923521987,32.99599781996401,0.034091766412602,0,0,0
STARLINK-2713,21041BB,0.0139941873945469,6.69480404975493,0.025388679889907,0,0,0
STARLINK-2714,21041BC,0.0089326454131505,13.12599101555925,0.0050403448224123,0,0,0
STARLINK-2757,21041BD,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
TYVAK-0130,21041BF,0.0087737948635594,3.7418367299531887,0.0162409003959393,0,0,0
STARLINK-2145,21041C,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
STARLINK-2151,21041D,0.0004543560888029,34.890357738752634,0.0091133106161784,0,0,0
STARLINK-2155,21041E,0.012219479341433751,25.51350909356357,0.023781820125382,1,1,0
STARLINK-2166,21041F,0.010707983948991,5.015971895069471,0.0514850589314421,0,0,0
STARLINK-2187,21041K,0.012219479341433751,25.51350909356357,0.0282981323223858,1,1,0
STARLINK-2188,21041L,0.0025678061742978,101.81849502485883,0.0028432701256969,0,0,0
STARLINK-2190,21041M,0.0043007076963289,16.940753539248394,0.0148859231072722,0,0,0
STARLINK-2214,21041P,0.012219479341433751,25.51350909356357,0.0454282723611649,1,1,0
STARLINK-2217,21041R,0.0002020505198955,27.854199579906965,0.013901774250565,0,0,0
STARLINK-2219,21041S,0.0049463302909967,0.6212673588951436,0.0742221528450158,0,0,0
STARLINK-2220,21041T,0.0512815662912382,25.51350909356357,0.0009797575710095,0,1,0
STARLINK-2221,21041U,0.0025271145719123,31.40397938305289,0.0119943437015562,0,0,0
STARLINK-2222,21041V,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
STARLINK-2224,21041W,0.004280772338608,111.98591558958158,0.0475597871330937,0,0,0
STARLINK-2225,21041X,0.0128194846203547,25.51350909356357,0.0436405361865106,0,1,0
STARLINK-2227,21041Y,0.0016295008926833,25.51350909356357,0.0105102057359989,0,1,0
STARLINK-2228,21041Z,0.0059314351290212,25.51350909356357,0.0205380163154748,0,1,0
SBIRS GEO-5 (USA 315),21042A,0.0390901980766229,7.445143796333113,0.0007978708737115,0,0,0
HAIYANG-2D,21043A,0.0033266750222651,0.5666954875264554,0.0150607595651896,0,0,0
STARLINK-2726,21044AA,0.018940087447958,25.733484594402785,0.01901756128441395,0,0,1
STARLINK-2667,21044AB,0.0064133127947436,22.60003947066282,0.0105259919619376,0,0,0
STARLINK-2666,21044AE,0.0027910635704357,1.626476385506885,0.0251350050305583,0,0,0
STARLINK-2735,21044AF,0.0022173502955469,59.423869392565656,0.0298171435787651,0,0,0
STARLINK-2738,21044AG,0.0243967650388857,47.35314319505714,0.01901756128441395,0,0,1
STARLINK-2707,21044AH,0.0116528734686289,50.72729364754401,0.0039289345775209,0,0,0
STARLINK-2763,21044AJ,0.0038630749120031,78.72667544971702,0.0456145690809049,0,0,0
STARLINK-2745,21044AK,0.0036348154041185,98.97593713009402,0.0126002149138403,0,0,0
STARLINK-2705,21044AL,0.012219479341433751,25.51350909356357,0.0157498550433315,1,1,0
STARLINK-2711,21044AM,0.0301329581881287,65.64347775480013,0.0064601171258364,0,0,0
STARLINK-2712,21044AN,0.0141053903803015,25.51350909356357,0.0106201524911896,0,1,0
STARLINK-2746,21044AQ,0.0470804713216709,66.01671526710518,0.0493589257956586,0,0,0
STARLINK-2615,21044AS,0.0062110274898519,26.62966073490422,0.0458031102117626,0,0,0
STARLINK-2648,21044AT,0.0206086579962447,82.6472074662563,0.0722880283337201,0,0,0
STARLINK-2725,21044AV,0.0005811931243311,10.896122664787216,0.0191518118497762,0,0,0
STARLINK-2743,21044AW,0.0133358435797859,124.90128463888148,0.039004058208463,0,0,0
STARLINK-2756,21044AX,0.0370446297470913,72.4978890924558,0.0007951484864986,0,0,0
STARLINK-2741,21044AY,0.0015895827039733,25.51350909356357,0.0746489436539448,0,1,0
STARLINK-2751,21044AZ,0.001997368715646,17.496824415551316,0.0023664547818674,0,0,0
STARLINK-2739,21044B,0.012219479341433751,73.70190605564348,0.0310282985413662,1,0,0
STARLINK-2629,21044BA,0.0040867598911165,15.339567632738085,0.0074845125157813,0,0,0
STARLINK-2627,21044BB,0.0503900269106367,7.471351921705247,0.0491293763255588,0,0,0
STARLINK-2742,21044BC,0.0050007241338097,25.51350909356357,0.0174769350008079,0,1,0
STARLINK-2740,21044BE,0.0252037985091297,50.75704043151348,0.0538874795471547,0,0,0
STARLINK-2750,21044BF,0.00058843373615,14.489727802449318,0.0278188074809913,0,0,0
STARLINK-2752,21044BG,0.0117610415848558,66.23618246648283,0.0003456663359215,0,0,0
STARLINK-2618,21044BH,0.0024153436084183,69.02983623733269,0.0184532428371686,0,0,0
STARLINK-2748,21044BJ,0.012219479341433751,25.51350909356357,0.0192350136586075,1,1,0
STARLINK-2616,21044BK,0.0296726180611982,58.85107080993603,0.0122132580783101,0,0,0
STARLINK-2753,21044BL,0.0053317571517767,97.66664966590062,0.0506377385077068,0,0,0
STARLINK-2736,21044C,0.0027655485234818,42.447036877774885,0.0029323153826473,0,0,0
STARLINK-2754,21044D,0.012219479341433751,25.51350909356357,0.0134674400019992,1,1,0
STARLINK-2646,21044E,0.00627978987883,0.4875714863628316,0.01901756128441395,0,0,1
STARLINK-2704,21044F,0.0068330199855785,48.19222302451138,0.0287990999720688,0,0,0
STARLINK-2695,21044G,0.012219479341433751,25.51350909356357,0.0518918246731961,1,1,0
STARLINK-2732,21044J,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
STARLINK-2521,21044L,0.012219479341433751,25.51350909356357,0.0292862009800712,1,1,0
STARLINK-2673,21044M,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
STARLINK-2672,21044N,0.0029296255695921,126.5331744480268,0.0175740847061724,0,0,0
STARLINK-2731,21044P,0.012219479341433751,25.51350909356357,0.0374761292084556,1,1,0
STARLINK-2727,21044Q,0.0138330005066978,0.5228829382049638,0.0333046740519865,0,0,0
STARLINK-2720,21044R,1.064783494149588e-06,10.164165486767434,0.0105049572881075,0,0,0
STARLINK-2657,21044T,0.0320327362372587,25.51350909356357,0.0402347868473054,0,1,0
STARLINK-2701,21044U,0.012219479341433751,25.51350909356357,0.0052508943664486,1,1,0
STARLINK-2734,21044V,0.0103058336557992,81.94097045657102,0.0147490219682048,0,0,0
STARLINK-2647,21044W,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
STARLINK-2717,21044X,0.0042196100176483,125.939207219947,0.0218402800452333,0,0,0
ONEWEB-0211,21045A,0.005952606176677,0.0082740342896159,0.0002134932078303,0,0,0
ONEWEB-0212,21045AA,0.0036451965684297,0.0296874018699529,0.0002535200906841,0,0,0
ONEWEB-0227,21045AB,0.0044818724427796,0.3574714653312428,1.653192477052365e-05,0,0,0
ONEWEB-0226,21045AC,0.0023034965035353,0.3354900558244238,0.0001644035226511,0,0,0
ONEWEB-0224,21045AD,0.0051412438783247,0.4736794370362801,2.802349149858294e-05,0,0,0
ONEWEB-0233,21045AE,0.0054335154354817,0.2680039150033282,1.7317383188847166e-05,0,0,0
ONEWEB-0190,21045AF,0.004607352435963,0.1222879940699701,1.4676096827047878e-05,0,0,0
ONEWEB-0236,21045AG,0.0053345495171405,0.2297201542905892,2.330214256916436e-05,0,0,0
ONEWEB-0248,21045AH,0.00322131100927,0.0009049669953265,0.00120303785115,0,0,0
ONEWEB-0225,21045AJ,0.0037509838136298,0.4151824693037702,3.5418439793560184e-05,0,0,0
ONEWEB-0215,21045AK,0.0036276530404996,0.3222802343858944,1.0667839727837712e-05,0,0,0
ONEWEB-0216,21045AL,0.0041862936904818,0.0839787293235728,0.00022123351763,0,0,0
ONEWEB-0239,21045AM,0.0036388712247483,0.0938633658248157,0.0004383122883885,0,0,0
ONEWEB-0223,21045B,0.0040166261845217,0.0540076810077081,0.0005878734040482,0,0,0
ONEWEB-0230,21045C,0.0054146386510197,0.4070267446143589,6.339467469065673e-05,0,0,0
ONEWEB-0237,21045D,0.0054989527914657,0.2058058074847262,0.0001567574547211,0,0,0
ONEWEB-0235,21045E,0.0037490625052283,0.1984769071522721,3.9186632871167616e-05,0,0,0
ONEWEB-0242,21045F,0.0039541688782827,0.1025432328460151,0.0001176327198412,0,0,0
ONEWEB-0241,21045G,0.0034188052747385,0.0495778262623164,0.000636512647814,0,0,0
ONEWEB-0243,21045H,0.003905941546657,0.1622231614533116,6.489428605599266e-05,0,0,0
ONEWEB-0222,21045J,0.0019173461339597,0.2265184479675898,4.65008385974577e-05,0,0,0
ONEWEB-0244,21045K,0.0178810884381935,0.5552745644886334,0.0234680066702874,0,0,0
ONEWEB-0247,21045L,0.0051368968691612,0.0355989897509207,0.0003196372306909,0,0,0
ONEWEB-0245,21045M,0.0052103813755885,0.0364015580531703,0.0001097555387107,0,0,0
ONEWEB-0229,21045N,0.0169316917998597,1.1389198494608253,5.487573004590174e-05,0,0,0
ONEWEB-0228,21045P,0.004038477891122,0.1847561999443819,2.0574043529901287e-06,0,0,0
ONEWEB-0232,21045Q,0.0050847852070703,0.0618666184046835,0.000275072550856,0,0,0
ONEWEB-0231,21045R,0.0032994557342324,0.7313415132675629,2.9076909942352933e-05,0,0,0
ONEWEB-0234,21045S,0.0055970389053973,0.2902694009679205,9.624900136116883e-06,0,0,0
ONEWEB-0238,21045T,0.0054684459773955,0.3528787102232265,3.036423797681912e-05,0,0,0
ONEWEB-0240,21045U,0.0044255901839421,0.4151040986172202,8.564803387918989e-05,0,0,0
ONEWEB-0246,21045V,0.0055234093365419,0.2043518276049382,3.993149377836861e-06,0,0,0
ONEWEB-0210,21045W,0.0050582118228074,0.1672080831058527,9.028186799713472e-05,0,0,0
ONEWEB-0214,21045X,0.0058641449310659,0.5259160151523486,2.711386221041677e-05,0,0,0
ONEWEB-0221,21045Y,0.0047853648158607,0.4103712907084747,1.860949378227593e-05,0,0,0
ONEWEB-0213,21045Z,0.0048601355901015,0.153068570849117,7.446431894394184e-05,0,0,0
FENGYUN 4B,21047A,0.0548432392784583,50.98837538089675,0.01901756128441395,0,0,1
SXM-8,21049A,0.012219479341433751,10.199599604626831,0.01901756128441395,1,0,1
NAVSTAR 81 (USA 319),21054A,0.0088780471114169,0.0985510897232128,0.0007781248628293,0,0,0
YAOGAN-30 10A,21055A,0.0127563170285163,0.5650726961693837,0.0008984412933895,0,0,0
YAOGAN-30 10B,21055B,0.0093737459645373,3.0551510269075592,0.0009132896578688,0,0,0
YAOGAN-30 10C,21055D,0.0115002562305313,0.3311640920118984,0.0001945732765063,0,0,0
TIANQI-14,21055E,0.0148518635652486,1.671875484492852,0.0001823208922278,0,0,0
COSMOS 2550,21056A,0.0012468668813136,0.3012551446930866,0.0034814465123198,0,0,0
MANDRAKE 2 ABLE,21059AE,0.0041188671762752,10.007376211625534,0.0002626495673577,0,0,0
MANDRAKE 2 BAKER,21059AF,0.0024170732361657,21.54581395965696,0.0001438435629957,0,0,0
PACE-1,21059AG,0.012971244574588,100.30732919648176,0.0008761842368452,0,0,0
YAM-3,21059AN,0.0037558730798276,3.512771716437736,4.863802838784348e-05,0,0,0
ICEYE-X11,21059AR,0.0138842942104684,25.51350909356357,0.0017050718590075,0,1,0
FARADAY_PHOENIX,21059AX,0.016100588443419,25.51350909356357,0.0006429000385013,0,1,0
STARLINK-3004,21059B,0.012219479341433751,25.51350909356357,0.0271013689133956,1,1,0
HAWK-3B,21059BE,0.0075437925983165,39.585117099333466,0.000843370579604,0,0,0
HAWK-3C,21059BX,0.0075784491005794,48.10965249736857,0.0002732744590662,0,0,0
STARLINK-3005,21059C,0.0109905898525504,0.6673160973389157,0.0011052612747577,0,0,0
DEMO8 (TENZING),21059CA,0.004730584366274,15.82594103865585,0.000289574110762,0,0,0
HAWK-3A,21059CG,0.0103215980733791,56.32420578266762,0.000767614638923,0,0,0
SHERPA-FX2 & TAGSAT-2,21059CH,0.0040760279394199,11.919424878720813,0.0001368051429585,0,0,0
NAPA-2,21059CN,0.008976011762067,25.51350909356357,0.0008967598088556,0,1,0
SPARTAN,21059CP,0.0092033136138171,81.26372932532642,0.001350752248647,0,0,0
TYVAK-0173,21059P,0.0109151078058341,0.2101974457466655,0.000359286738372,0,0,0
ONEWEB-0249,21060A,0.0065694022624584,0.0582005993780488,0.0005629228617731,0,0,0
ONEWEB-0273,21060AA,0.0062312841648261,0.0460208482385365,0.0001965833797256,0,0,0
ONEWEB-0274,21060AB,0.0067835976986682,0.0634683974920054,2.756199001382678e-05,0,0,0
ONEWEB-0275,21060AC,0.0058908920983829,0.0774320725413688,1.174971269402926e-05,0,0,0
ONEWEB-0276,21060AD,0.005067911735047,0.1585144020548278,1.378892897166874e-05,0,0,0
ONEWEB-0277,21060AE,0.0062940763770768,0.2794791618385257,0.0002124904795859,0,0,0
ONEWEB-0278,21060AF,0.0094499043161533,0.2544497534415248,1.2406214219249349e-05,0,0,0
ONEWEB-0279,21060AG,0.0081333626090474,0.0248834214792477,0.0005526986585086,0,0,0
ONEWEB-0280,21060AH,0.0058902143642661,0.1056739252918468,0.0002672000915292,0,0,0
ONEWEB-0281,21060AJ,0.0066873125500465,0.069719772642657,7.046078784552477e-05,0,0,0
ONEWEB-0282,21060AK,0.0222370236052523,1.927883742663032,0.0005066868469045,0,0,0
ONEWEB-0283,21060AL,0.0068460348568004,0.6298992766455058,3.0614543692225995e-05,0,0,0
ONEWEB-0284,21060AM,0.0062073647713748,0.073454052088572,0.0001140901426495,0,0,0
ONEWEB-0250,21060B,0.007013733326267,0.0788422534986669,0.0003807625966877,0,0,0
ONEWEB-0252,21060D,0.0064222461676225,0.1883601715709517,2.1097736134065703e-05,0,0,0
ONEWEB-0253,21060E,0.0057369698555864,0.2618008021245198,0.0001000618229663,0,0,0
ONEWEB-0254,21060F,0.0060115267725015,0.0691514904628025,2.347419206328968e-05,0,0,0
ONEWEB-0255,21060G,0.0064708832548611,0.0489001788522733,0.0001845941204719,0,0,0
ONEWEB-0256,21060H,0.0053979785302828,0.0247388990153124,2.7586495778797657e-05,0,0,0
ONEWEB-0257,21060J,0.007531111319535,0.4346290249506038,5.354591944613815e-05,0,0,0
ONEWEB-0258,21060K,0.0080427665323131,0.0819645386896425,0.000149654515772,0,0,0
ONEWEB-0259,21060L,0.0062903801393443,0.0012156998480937,6.774597647504609e-06,0,0,0
ONEWEB-0260,21060M,0.0062962174372561,0.1547902057283589,3.692766277341712e-05,0,0,0
ONEWEB-0261,21060N,0.0076570392504599,1.3917672822763951,0.0001364716434598,0,0,0
ONEWEB-0262,21060P,0.0059472596899527,0.2542001543188028,3.01849597587284e-05,0,0,0
ONEWEB-0263,21060Q,0.0058320971438286,0.3264626089916051,0.0001045742092842,0,0,0
ONEWEB-0264,21060R,0.0067166424784815,0.2016055107716367,6.175147013351854e-05,0,0,0
ONEWEB-0266,21060T,0.0070809264314805,0.183830150106328,0.0013039422500986,0,0,0
ONEWEB-0267,21060U,0.0065422794365841,0.1685792458212213,0.0005592690436289,0,0,0
ONEWEB-0268,21060V,0.0046786101903868,0.2565385214602034,6.514197524500666e-05,0,0,0
ONEWEB-0269,21060W,0.0066650608959027,0.0846900008200649,1.9863437284787112e-05,0,0,0
ONEWEB-0270,21060X,0.0061087310246643,0.1268794750719416,1.8539201886818488e-05,0,0,0
ONEWEB-0271,21060Y,0.0067330573929242,0.1091317543837455,7.598536085642318e-05,0,0,0
ONEWEB-0272,21060Z,0.0060433224545692,0.1605499620027667,6.453618759465858e-05,0,0,0
JILIN-1 KUANFU-01B,21061A,0.009188896670942,11.34800328996361,0.0034123488044339,0,0,0
XINGSHIDAI 10,21061E,0.012219479341433751,25.51350909356357,2.257948586157129e-05,1,1,0
FENGYUN 3E,21062A,0.0015536094361177,0.062481557713208,0.003972362867456,0,0,0
TIANLIAN 1-05,21063A,0.0479761897695638,3.3226863261026267,0.0086095501016273,0,0,0
NINGXIA-1 6,21064A,0.0026664332150764,0.1310200237924233,0.0147953541766653,0,0,0
NINGXIA-1 7,21064B,0.0013788188092763,0.2309749124551368,0.0149577797036972,0,0,0
NINGXIA-1 8,21064C,0.0015489144458986,0.925748438500576,0.0089914650398576,0,0,0
NINGXIA-1 9,21064D,0.0026658100629354,0.0133929175184491,0.011997112641704,0,0,0
NINGXIA-1 10,21064E,0.0033570124928658,0.3320674514562081,0.0148868252728622,0,0,0
YAOGAN-30 11A,21065A,0.0091474186969772,0.6470198973068849,0.0008714621592901,0,0,0
TIANQI-15,21065B,0.0100867538366537,0.0711221600425698,0.0004742250218784,0,0,0
YAOGAN-30 11B,21065C,0.0125051205731033,0.8511673105740518,0.000721768834796,0,0,0
YAOGAN-30 11C,21065D,0.0066149453893721,0.3130577658672105,0.0005156997643399,0,0,0
ISS (NAUKA),21066A,0.0003269997449952,2.209453934908034,0.0451886029594013,0,0,0
TIANHUI 1-04,21067A,0.012219479341433751,25.51350909356357,4.404258676297243e-07,1,1,0
MONOLITH,21068A,0.0271396887396549,2.686381669591022,0.003681867962788,0,0,0
STAR ONE D2,21069A,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
EUTELSAT QUANTUM,21069B,0.012219479341433751,0.2907591538102942,0.0226608707609557,1,0,0
KL-BETA A,21070A,0.0068290113877719,0.0656843378403157,0.0006061190391785,0,0,0
KL-BETA B,21070B,0.007645247732022,0.03129380576193,0.0004156317578173,0,0,0
ZHONGXING-2E,21071A,0.012219479341433751,25.51350909356357,0.01901756128441395,1,1,1
PLEIADES NEO 4,21073E,0.0016276950121849,2.878497567723641,0.007802474572,0,0,0
TIANHUI 2-02A,21074A,0.0010876399595574,0.0023442180513563,0.0001972455967641,0,0,0
TIANHUI 2-02B,21074B,0.0024048139397184,2.898469847973086e-06,1.143326048581054e-05,0,0,0
ONEWEB-0285,21075A,0.0051501695217548,0.2035572034002485,0.0004935732540288,0,0,0
ONEWEB-0313,21075AA,0.004987200381931,0.0852257875735668,0.0002728944117643,0,0,0
ONEWEB-0314,21075AB,0.0061977882104673,0.0134505948345525,0.0002350072756205,0,0,0
ONEWEB-0315,21075AC,0.0056627608302357,0.2262382488859754,0.0018020783677175,0,0,0
ONEWEB-0316,21075AD,0.012219479341433751,2.0719150525768564,0.0077126723026271,1,0,0
ONEWEB-0317,21075AE,0.0058265373616559,0.0132693709840566,0.0006689164045282,0,0,0
ONEWEB-0318,21075AF,0.0070226026503669,0.0072124446360127,0.000707161095295,0,0,0
ONEWEB-0319,21075AG,0.0048409596694796,0.0014296580688086,0.0010785357736377,0,0,0
ONEWEB-0323,21075AH,0.0048801757808949,0.981671212704545,0.0006232057851741,0,0,0
ONEWEB-0329,21075AJ,0.0047485208527426,0.0380391253041212,0.0024305037297744,0,0,0
ONEWEB-0330,21075AK,0.0043824318785852,0.1024528019365882,0.0005007100206733,0,0,0
ONEWEB-0286,21075B,0.0058771568765643,0.7874693375990296,0.0001138849904241,0,0,0
ONEWEB-0287,21075C,0.005086375617449,0.0052745910528624,0.0002916712498366,0,0,0
ONEWEB-0288,21075D,0.0064652912812446,1.090894640516196,0.0002395118736947,0,0,0
ONEWEB-0289,21075E,0.0054685078324609,0.0632422871289352,0.0002732830168436,0,0,0
ONEWEB-0290,21075F,0.0049575044213527,0.0704199212905231,0.001245853617547,0,0,0
ONEWEB-0291,21075G,0.0061460966355362,0.0143046589017574,0.0002357864658597,0,0,0
ONEWEB-0293,21075H,0.0061904542652408,2.750952908272461,0.0016803359470839,0,0,0
ONEWEB-0294,21075J,0.0057586610358952,0.0024435820010369,0.0011647658847046,0,0,0
ONEWEB-0295,21075K,0.0055556053560835,0.0300699889558918,0.0010582369371857,0,0,0
ONEWEB-0296,21075L,0.0055626888305242,0.8778172186532673,0.0002777826261926,0,0,0
ONEWEB-0297,21075M,0.0050891702522084,0.3948470809591397,0.0015869378487688,0,0,0
ONEWEB-0298,21075N,0.0066548217357451,3.046750050613612,0.0009734676767529,0,0,0
ONEWEB-0299,21075P,0.0044796558363506,0.027139246786872,0.0001936470270961,0,0,0
ONEWEB-0300,21075Q,0.006271751625206,0.1118774912177604,0.001800700324544,0,0,0
ONEWEB-0301,21075R,0.0050673175951496,0.4320672180662773,0.000409604555186,0,0,0
